lemma,pos,verdict,nT,nF,n_syn,n_clusters,lexfiles
judge,V,HOMONYM_CAND,1,0,5,4,verb.cognition|verb.communication|verb.social
grab,V,HOMONYM_CAND,0,1,6,5,verb.cognition|verb.contact|verb.motion|verb.possession
roast,V,HOMONYM_CAND,1,0,2,2,verb.change|verb.communication
rerun,V,HOMONYM_CAND,0,1,4,4,verb.change|verb.communication|verb.competition|verb.creation
bell,N,HOMONYM_CAND,1,0,10,2,noun.artifact|noun.event|noun.person|noun.shape|noun.time
event,N,HOMONYM_CAND,0,1,4,2,noun.Tops|noun.phenomenon|noun.state
internationalize,V,HOMONYM_CAND,0,1,2,2,verb.change|verb.social
shore,V,HOMONYM_CAND,0,1,3,3,verb.contact|verb.motion|verb.stative
producer,N,HOMONYM_CAND,1,0,3,2,noun.event|noun.person
lubricate,V,HOMONYM_CAND,0,1,3,3,verb.change|verb.contact|verb.stative
ceiling,N,HOMONYM_CAND,0,1,4,2,noun.artifact|noun.attribute|noun.communication
ruin,N,HOMONYM_CAND,0,1,6,2,noun.act|noun.artifact|noun.event|noun.process|noun.state
bandage,V,HOMONYM_CAND,1,0,2,2,verb.body|verb.contact
pitch,V,HOMONYM_CAND,1,0,12,10,verb.change|verb.competition|verb.contact|verb.motion|verb.possession
god,N,HOMONYM_CAND,0,1,4,2,noun.artifact|noun.person
enrich,V,HOMONYM_CAND,0,1,2,2,verb.change|verb.possession
adhesion,N,HOMONYM_CAND,0,1,4,2,noun.act|noun.attribute|noun.body|noun.state
expose,V,HOMONYM_CAND,1,0,9,6,verb.cognition|verb.communication|verb.contact|verb.perception
sketch,V,HOMONYM_CAND,0,1,2,2,verb.communication|verb.creation
organize,V,HOMONYM_CAND,0,1,6,6,verb.change|verb.cognition|verb.creation|verb.social
harness,V,HOMONYM_CAND,0,1,4,4,verb.change|verb.consumption|verb.contact|verb.social
burst,V,HOMONYM_CAND,1,0,8,6,verb.change|verb.emotion|verb.motion|verb.stative
glorify,V,HOMONYM_CAND,0,1,4,4,verb.change|verb.communication
storage,N,HOMONYM_CAND,0,1,6,2,noun.act|noun.artifact|noun.process
flex,V,HOMONYM_CAND,0,1,5,4,verb.contact|verb.motion|verb.perception
nail,V,HOMONYM_CAND,0,1,7,7,verb.competition|verb.contact|verb.possession|verb.social
sacrifice,V,HOMONYM_CAND,1,0,4,4,verb.contact|verb.possession
summon,V,HOMONYM_CAND,0,1,4,3,verb.change|verb.communication|verb.contact
hem,N,HOMONYM_CAND,1,0,2,2,noun.artifact|noun.communication
chop,V,HOMONYM_CAND,0,1,6,5,verb.competition|verb.contact|verb.creation|verb.motion
belt,V,HOMONYM_CAND,1,0,3,3,verb.contact|verb.creation
pedal,N,HOMONYM_CAND,1,0,2,2,noun.artifact|noun.communication
blind,N,HOMONYM_CAND,0,1,4,2,noun.artifact|noun.communication|noun.group
totality,N,HOMONYM_CAND,0,1,3,2,noun.artifact|noun.attribute|noun.state
offing,N,HOMONYM_CAND,0,1,2,2,noun.object|noun.time
style,V,HOMONYM_CAND,1,0,3,3,verb.communication|verb.creation
constellate,V,HOMONYM_CAND,0,1,3,3,verb.change|verb.motion|verb.stative
footing,N,HOMONYM_CAND,0,1,3,2,noun.artifact|noun.relation|noun.state
kettle,N,HOMONYM_CAND,1,0,4,2,noun.artifact|noun.object|noun.quantity
override,V,HOMONYM_CAND,0,1,4,4,verb.cognition|verb.motion|verb.social|verb.stative
bump,V,HOMONYM_CAND,0,1,5,5,verb.contact|verb.motion|verb.possession|verb.social
nest,N,HOMONYM_CAND,0,1,5,2,noun.artifact|noun.group|noun.location|noun.object
partition,V,HOMONYM_CAND,0,1,2,2,verb.change|verb.contact
establishment,N,HOMONYM_CAND,1,0,7,2,noun.act|noun.artifact|noun.cognition|noun.group|noun.process
fortune,N,HOMONYM_CAND,0,1,4,2,noun.phenomenon|noun.possession|noun.state
cascade,N,HOMONYM_CAND,1,0,3,2,noun.event|noun.group|noun.object
entertain,V,HOMONYM_CAND,0,1,3,3,verb.cognition|verb.emotion|verb.social
cloud,N,HOMONYM_CAND,1,0,6,2,noun.group|noun.object|noun.phenomenon|noun.state
marshal,V,HOMONYM_CAND,0,1,4,3,verb.change|verb.contact|verb.motion
smokescreen,N,HOMONYM_CAND,1,0,2,2,noun.act|noun.artifact
penetrate,V,HOMONYM_CAND,0,1,7,6,verb.cognition|verb.contact|verb.motion|verb.social
darkness,N,HOMONYM_CAND,0,1,6,2,noun.attribute|noun.cognition|noun.location|noun.state
void,V,HOMONYM_CAND,1,0,4,4,verb.body|verb.change|verb.social
cancel,V,HOMONYM_CAND,0,1,5,5,verb.communication|verb.contact|verb.social|verb.stative
scan,N,HOMONYM_CAND,0,1,2,2,noun.act|noun.artifact
meter,V,HOMONYM_CAND,0,1,2,2,verb.change|verb.contact
upset,N,HOMONYM_CAND,0,1,6,2,noun.act|noun.artifact|noun.state
gutter,V,HOMONYM_CAND,0,1,4,4,verb.consumption|verb.contact|verb.motion|verb.weather
homer,N,HOMONYM_CAND,0,1,5,2,noun.act|noun.animal|noun.person|noun.quantity
jump,V,HOMONYM_CAND,1,0,15,15,verb.change|verb.cognition|verb.competition|verb.motion|verb.stative
bleed,V,HOMONYM_CAND,0,1,5,5,verb.body|verb.change|verb.motion|verb.possession
adjoin,V,HOMONYM_CAND,0,1,3,3,verb.change|verb.contact
bandwagon,N,HOMONYM_CAND,0,1,2,2,noun.artifact|noun.cognition
bombshell,N,HOMONYM_CAND,0,1,3,2,noun.artifact|noun.event|noun.person
need,N,HOMONYM_CAND,1,0,4,2,noun.Tops|noun.object|noun.state
pause,V,HOMONYM_CAND,0,1,2,2,verb.communication|verb.stative
intend,V,HOMONYM_CAND,0,1,4,4,verb.cognition|verb.communication
devour,V,HOMONYM_CAND,1,0,4,3,verb.consumption|verb.contact|verb.emotion
underlay,V,HOMONYM_CAND,0,1,5,5,verb.consumption|verb.contact|verb.motion|verb.stative
truncate,V,HOMONYM_CAND,0,1,3,3,verb.change|verb.cognition|verb.possession
major,N,HOMONYM_CAND,1,0,4,2,noun.cognition|noun.person
pocketbook,N,HOMONYM_CAND,0,1,4,2,noun.artifact|noun.possession
blur,V,HOMONYM_CAND,1,0,6,6,verb.change|verb.cognition|verb.contact|verb.perception
consumption,N,HOMONYM_CAND,0,1,4,2,noun.act|noun.process|noun.state
reserve,V,HOMONYM_CAND,0,1,4,3,verb.cognition|verb.communication|verb.possession|verb.social
character,N,HOMONYM_CAND,0,1,9,2,noun.attribute|noun.cognition|noun.communication|noun.person|noun.state
type,N,HOMONYM_CAND,0,1,6,2,noun.artifact|noun.cognition|noun.communication|noun.group|noun.person
engage,V,HOMONYM_CAND,1,0,10,10,verb.change|verb.cognition|verb.communication|verb.contact|verb.possession|verb.social
yoke,N,HOMONYM_CAND,1,0,7,2,noun.artifact|noun.group|noun.quantity|noun.state
excavate,V,HOMONYM_CAND,0,1,4,4,verb.contact|verb.perception
rein,V,HOMONYM_CAND,0,1,4,4,verb.change|verb.motion|verb.social
unclothe,V,HOMONYM_CAND,0,1,3,3,verb.body|verb.contact|verb.possession
smoke,V,HOMONYM_CAND,1,0,2,2,verb.consumption|verb.weather
spark,N,HOMONYM_CAND,1,0,6,2,noun.attribute|noun.event|noun.object|noun.person|noun.phenomenon|noun.quantity
creation,N,HOMONYM_CAND,0,1,6,2,noun.act|noun.artifact|noun.event|noun.object
evacuate,V,HOMONYM_CAND,0,1,5,4,verb.body|verb.change|verb.motion
perceive,V,HOMONYM_CAND,0,1,2,2,verb.cognition|verb.perception
pleasure,N,HOMONYM_CAND,0,1,5,2,noun.act|noun.cognition|noun.feeling
endorse,V,HOMONYM_CAND,0,1,4,3,verb.communication|verb.social
surrender,V,HOMONYM_CAND,0,1,2,2,verb.competition|verb.possession
twin,V,HOMONYM_CAND,0,1,4,4,verb.body|verb.change|verb.contact|verb.stative
submit,V,HOMONYM_CAND,1,0,10,9,verb.cognition|verb.communication|verb.competition|verb.possession|verb.social
selection,N,HOMONYM_CAND,0,1,5,2,noun.act|noun.cognition|noun.communication|noun.group|noun.process
patent,V,HOMONYM_CAND,1,0,3,3,verb.change|verb.possession|verb.social
salute,V,HOMONYM_CAND,0,1,6,3,verb.communication|verb.consumption|verb.perception
baste,V,HOMONYM_CAND,0,1,3,3,verb.change|verb.contact
calve,V,HOMONYM_CAND,0,1,2,2,verb.body|verb.contact
replay,V,HOMONYM_CAND,1,0,4,4,verb.competition|verb.creation
fence,V,HOMONYM_CAND,1,0,5,5,verb.communication|verb.competition|verb.contact|verb.possession
test,N,HOMONYM_CAND,0,1,6,2,noun.act|noun.animal|noun.cognition|noun.communication
steamroller,V,HOMONYM_CAND,0,1,5,5,verb.change|verb.competition|verb.contact|verb.social
leg,N,HOMONYM_CAND,0,1,9,2,noun.act|noun.artifact|noun.body|noun.food|noun.shape
purse,N,HOMONYM_CAND,1,0,4,2,noun.artifact|noun.possession
turnout,N,HOMONYM_CAND,0,1,7,2,noun.act|noun.artifact|noun.group
patient,N,HOMONYM_CAND,0,1,2,2,noun.communication|noun.person
probe,V,HOMONYM_CAND,0,1,2,2,verb.communication|verb.contact
swarm,V,HOMONYM_CAND,1,0,2,2,verb.motion|verb.stative
afterthought,N,HOMONYM_CAND,1,0,2,2,noun.artifact|noun.cognition
rail,V,HOMONYM_CAND,0,1,10,9,verb.communication|verb.competition|verb.contact|verb.motion|verb.possession|verb.stative
exploit,V,HOMONYM_CAND,0,1,3,3,verb.consumption|verb.social
frost,V,HOMONYM_CAND,1,0,4,4,verb.change|verb.contact
kindling,N,HOMONYM_CAND,0,1,2,2,noun.act|noun.substance
hand,V,HOMONYM_CAND,1,0,2,2,verb.motion|verb.possession
impose,V,HOMONYM_CAND,1,0,3,3,verb.communication|verb.possession|verb.social
roughness,N,HOMONYM_CAND,1,0,7,2,noun.act|noun.attribute|noun.process|noun.state
lodge,V,HOMONYM_CAND,0,1,4,4,verb.communication|verb.contact|verb.stative
pillar,N,HOMONYM_CAND,0,1,5,2,noun.artifact|noun.cognition|noun.person|noun.shape
deck,V,HOMONYM_CAND,0,1,3,3,verb.contact|verb.creation|verb.stative
cradle,N,HOMONYM_CAND,0,1,4,2,noun.artifact|noun.location|noun.time
craft,N,HOMONYM_CAND,1,0,5,2,noun.act|noun.artifact|noun.cognition|noun.group
host,N,HOMONYM_CAND,0,1,10,2,noun.animal|noun.artifact|noun.food|noun.group|noun.person
disentangle,V,HOMONYM_CAND,0,1,5,5,verb.body|verb.contact|verb.stative
underbelly,N,HOMONYM_CAND,0,1,3,2,noun.attribute|noun.body|noun.location
personality,N,HOMONYM_CAND,1,0,2,2,noun.attribute|noun.person
release,N,HOMONYM_CAND,0,1,12,2,noun.act|noun.artifact|noun.communication|noun.event|noun.process
obstruction,N,HOMONYM_CAND,0,1,5,2,noun.act|noun.artifact|noun.cognition|noun.state
condition,V,HOMONYM_CAND,0,1,5,4,verb.body|verb.change|verb.communication|verb.social
active,N,HOMONYM_CAND,1,0,3,2,noun.person|noun.relation|noun.substance
raise,N,HOMONYM_CAND,1,0,4,2,noun.act|noun.attribute|noun.object
confront,V,HOMONYM_CAND,1,0,4,4,verb.communication|verb.competition|verb.stative
refocus,V,HOMONYM_CAND,0,1,3,3,verb.change|verb.cognition|verb.perception
screen,N,HOMONYM_CAND,1,0,9,2,noun.artifact|noun.group
mold,V,HOMONYM_CAND,0,1,6,4,verb.change|verb.cognition|verb.contact|verb.creation
wanton,V,HOMONYM_CAND,1,0,6,4,verb.body|verb.communication|verb.consumption|verb.possession|verb.stative
playbook,N,HOMONYM_CAND,0,1,3,2,noun.cognition|noun.communication
unearth,V,HOMONYM_CAND,1,0,2,2,verb.perception|verb.possession
decree,V,HOMONYM_CAND,0,1,2,2,verb.cognition|verb.communication
slick,N,HOMONYM_CAND,1,0,4,2,noun.artifact|noun.attribute|noun.communication
gum,V,HOMONYM_CAND,0,1,4,4,verb.body|verb.change|verb.consumption|verb.contact
mail,V,HOMONYM_CAND,0,1,2,2,verb.communication|verb.contact
tube,N,HOMONYM_CAND,1,0,5,2,noun.artifact|noun.body|noun.shape
approach,N,HOMONYM_CAND,0,1,9,2,noun.act|noun.artifact|noun.attribute|noun.communication|noun.event|noun.location
constituent,N,HOMONYM_CAND,0,1,5,2,noun.artifact|noun.cognition|noun.communication|noun.person|noun.relation
smolder,V,HOMONYM_CAND,1,0,2,2,verb.change|verb.emotion
manage,V,HOMONYM_CAND,0,1,7,6,verb.contact|verb.social
react,V,HOMONYM_CAND,0,1,3,3,verb.change|verb.cognition|verb.social
slice,N,HOMONYM_CAND,0,1,6,2,noun.act|noun.artifact|noun.food|noun.object|noun.possession|noun.state
value,V,HOMONYM_CAND,1,0,5,2,verb.cognition|verb.possession
fend,V,HOMONYM_CAND,0,1,2,2,verb.competition|verb.social
whiff,V,HOMONYM_CAND,0,1,5,5,verb.communication|verb.consumption|verb.contact|verb.motion|verb.perception
hear,V,HOMONYM_CAND,1,0,5,5,verb.cognition|verb.perception|verb.social
compass,V,HOMONYM_CAND,0,1,3,3,verb.cognition|verb.motion|verb.social
arrange,V,HOMONYM_CAND,0,1,7,7,verb.body|verb.cognition|verb.communication|verb.contact|verb.creation
overhaul,V,HOMONYM_CAND,1,0,2,2,verb.change|verb.motion
change,V,HOMONYM_CAND,1,0,10,9,verb.change|verb.motion|verb.possession
populate,V,HOMONYM_CAND,0,1,2,2,verb.change|verb.stative
brandish,V,HOMONYM_CAND,0,1,2,2,verb.contact|verb.perception
shipment,N,HOMONYM_CAND,0,1,2,2,noun.act|noun.artifact
bone,V,HOMONYM_CAND,0,1,2,2,verb.change|verb.cognition
pulse,V,HOMONYM_CAND,1,0,3,3,verb.creation|verb.motion
resume,V,HOMONYM_CAND,1,0,4,4,verb.change|verb.communication|verb.social
prize,V,HOMONYM_CAND,0,1,3,2,verb.cognition|verb.contact|verb.possession
deposit,V,HOMONYM_CAND,0,1,3,3,verb.contact|verb.possession
graduate,V,HOMONYM_CAND,0,1,3,3,verb.change|verb.possession
toehold,N,HOMONYM_CAND,1,0,3,2,noun.act|noun.artifact|noun.state
garden,N,HOMONYM_CAND,1,0,3,2,noun.artifact|noun.group
card,V,HOMONYM_CAND,1,0,2,2,verb.cognition|verb.contact
evoke,V,HOMONYM_CAND,0,1,5,5,verb.communication|verb.creation|verb.emotion
inundate,V,HOMONYM_CAND,0,1,2,2,verb.change|verb.contact
lump,N,HOMONYM_CAND,0,1,4,2,noun.group|noun.object|noun.person|noun.state
snag,V,HOMONYM_CAND,0,1,3,3,verb.contact|verb.possession
avert,V,HOMONYM_CAND,1,0,2,2,verb.motion|verb.social
spike,N,HOMONYM_CAND,0,1,11,2,noun.artifact|noun.event|noun.plant
puff,V,HOMONYM_CAND,0,1,8,7,verb.body|verb.change|verb.communication|verb.consumption|verb.emotion
rule,V,HOMONYM_CAND,0,1,7,7,verb.change|verb.cognition|verb.communication|verb.creation|verb.social|verb.stative
contrast,V,HOMONYM_CAND,0,1,2,2,verb.cognition|verb.stative
tier,N,HOMONYM_CAND,1,0,5,2,noun.artifact|noun.person|noun.state
consolidation,N,HOMONYM_CAND,1,0,3,2,noun.act|noun.event|noun.object
commit,V,HOMONYM_CAND,0,1,6,6,verb.communication|verb.possession|verb.social
hair,N,HOMONYM_CAND,1,0,6,2,noun.animal|noun.artifact|noun.body|noun.plant|noun.quantity
square,V,HOMONYM_CAND,0,1,8,7,verb.change|verb.cognition|verb.competition|verb.motion|verb.possession|verb.stative
concentrate,V,HOMONYM_CAND,1,0,8,7,verb.change|verb.cognition|verb.motion
leap,V,HOMONYM_CAND,0,1,4,4,verb.change|verb.motion
flame,V,HOMONYM_CAND,0,1,3,3,verb.communication|verb.weather
plant,N,HOMONYM_CAND,1,0,4,2,noun.Tops|noun.artifact|noun.cognition|noun.person
bask,V,HOMONYM_CAND,0,1,2,2,verb.contact|verb.emotion
cream,N,HOMONYM_CAND,1,0,3,2,noun.artifact|noun.food|noun.group
negate,V,HOMONYM_CAND,0,1,4,4,verb.change|verb.cognition|verb.communication|verb.stative
catcher,N,HOMONYM_CAND,1,0,2,2,noun.act|noun.person
chuck,V,HOMONYM_CAND,1,0,4,4,verb.body|verb.contact|verb.possession
sewer,N,HOMONYM_CAND,0,1,3,2,noun.artifact|noun.person|noun.state
memory,N,HOMONYM_CAND,1,0,5,2,noun.artifact|noun.cognition
remainder,N,HOMONYM_CAND,1,0,4,2,noun.artifact|noun.quantity|noun.relation
wrench,V,HOMONYM_CAND,0,1,4,4,verb.body|verb.contact|verb.motion
constitutionalize,V,HOMONYM_CAND,0,1,3,3,verb.change|verb.motion|verb.possession
tick,N,HOMONYM_CAND,0,1,4,2,noun.animal|noun.artifact|noun.communication|noun.event
stater,N,HOMONYM_CAND,1,0,2,2,noun.person|noun.possession
generate,V,HOMONYM_CAND,1,0,4,4,verb.body|verb.creation
crumb,N,HOMONYM_CAND,1,0,3,2,noun.food|noun.person|noun.quantity
takeaway,N,HOMONYM_CAND,1,0,3,2,noun.act|noun.communication|noun.food
wind,V,HOMONYM_CAND,0,1,7,7,verb.contact|verb.motion|verb.perception|verb.stative
discourage,V,HOMONYM_CAND,0,1,3,3,verb.communication|verb.emotion
relation,N,HOMONYM_CAND,0,1,6,2,noun.Tops|noun.act|noun.cognition|noun.communication|noun.person
channel,V,HOMONYM_CAND,1,0,3,3,verb.contact|verb.motion
hi,N,HOMONYM_CAND,1,0,2,2,noun.communication|noun.location
fuckup,N,HOMONYM_CAND,0,1,2,2,noun.act|noun.person
mingle,V,HOMONYM_CAND,0,1,3,3,verb.contact|verb.social|verb.stative
stampede,V,HOMONYM_CAND,0,1,4,4,verb.motion|verb.social
curve,V,HOMONYM_CAND,1,0,5,4,verb.change|verb.motion|verb.stative
crook,N,HOMONYM_CAND,1,0,3,2,noun.artifact|noun.person|noun.shape
witness,N,HOMONYM_CAND,0,1,5,2,noun.communication|noun.person
foot,V,HOMONYM_CAND,0,1,3,3,verb.cognition|verb.motion|verb.possession
ship,V,HOMONYM_CAND,1,0,5,5,verb.contact|verb.motion|verb.social
increase,N,HOMONYM_CAND,0,1,5,2,noun.act|noun.attribute|noun.event|noun.process|noun.quantity
here,N,HOMONYM_CAND,1,0,2,2,noun.location|noun.person
delay,V,HOMONYM_CAND,1,0,4,3,verb.change|verb.stative
effect,V,HOMONYM_CAND,1,0,2,2,verb.creation|verb.social
seat,V,HOMONYM_CAND,1,0,7,4,verb.contact|verb.possession|verb.social|verb.stative
cheat,V,HOMONYM_CAND,1,0,4,2,verb.competition|verb.social
sew,V,HOMONYM_CAND,0,1,2,2,verb.contact|verb.creation
liquidate,V,HOMONYM_CAND,0,1,4,3,verb.contact|verb.possession
corner,V,HOMONYM_CAND,0,1,3,3,verb.motion|verb.social
name,V,HOMONYM_CAND,1,0,9,8,verb.cognition|verb.communication|verb.social
mash,V,HOMONYM_CAND,0,1,3,3,verb.change|verb.communication|verb.contact
drain,V,HOMONYM_CAND,1,0,4,4,verb.change|verb.consumption|verb.motion
cook,V,HOMONYM_CAND,0,1,5,4,verb.change|verb.creation|verb.social
toast,V,HOMONYM_CAND,0,1,2,2,verb.change|verb.consumption
deify,V,HOMONYM_CAND,0,1,2,2,verb.change|verb.cognition
signal,N,HOMONYM_CAND,1,0,3,2,noun.communication|noun.motive|noun.phenomenon
automation,N,HOMONYM_CAND,0,1,3,2,noun.act|noun.artifact|noun.state
scrap,V,HOMONYM_CAND,0,1,3,3,verb.change|verb.communication|verb.possession
master,V,HOMONYM_CAND,1,0,4,4,verb.cognition|verb.competition|verb.social
veil,V,HOMONYM_CAND,1,0,2,2,verb.change|verb.contact
pitcher,N,HOMONYM_CAND,0,1,5,2,noun.act|noun.artifact|noun.person|noun.plant|noun.quantity
whang,V,HOMONYM_CAND,0,1,3,3,verb.communication|verb.contact
bare,V,HOMONYM_CAND,1,0,3,3,verb.change|verb.communication|verb.contact
gimmick,N,HOMONYM_CAND,1,0,3,2,noun.act|noun.artifact|noun.attribute
restoration,N,HOMONYM_CAND,1,0,7,2,noun.act|noun.artifact|noun.state|noun.time
socialize,V,HOMONYM_CAND,1,0,4,4,verb.change|verb.social
rekindle,V,HOMONYM_CAND,1,0,2,2,verb.emotion|verb.weather
electricity,N,HOMONYM_CAND,0,1,3,2,noun.feeling|noun.phenomenon
season,V,HOMONYM_CAND,0,1,3,3,verb.change|verb.perception
brand,N,HOMONYM_CAND,0,1,6,2,noun.artifact|noun.cognition|noun.communication|noun.substance
makeup,N,HOMONYM_CAND,0,1,3,2,noun.artifact|noun.attribute|noun.event
string,V,HOMONYM_CAND,1,0,7,6,verb.change|verb.contact|verb.motion
investment,N,HOMONYM_CAND,1,0,6,2,noun.act|noun.animal|noun.attribute|noun.possession
racket,N,HOMONYM_CAND,1,0,4,2,noun.act|noun.artifact|noun.cognition|noun.event
conflict,V,HOMONYM_CAND,0,1,2,2,verb.social|verb.stative
wax,V,HOMONYM_CAND,0,1,3,2,verb.change|verb.contact
corrupt,V,HOMONYM_CAND,1,0,4,4,verb.change|verb.contact|verb.possession|verb.social
vamp,V,HOMONYM_CAND,0,1,4,4,verb.change|verb.communication|verb.contact|verb.creation
obstruct,V,HOMONYM_CAND,0,1,3,3,verb.contact|verb.perception|verb.social
stun,V,HOMONYM_CAND,0,1,3,3,verb.change|verb.contact|verb.perception
stem,V,HOMONYM_CAND,1,0,4,4,verb.change|verb.stative
prefer,V,HOMONYM_CAND,1,0,4,4,verb.cognition|verb.emotion|verb.social
fulfil,V,HOMONYM_CAND,0,1,3,3,verb.consumption|verb.creation|verb.stative
reshuffle,V,HOMONYM_CAND,0,1,2,2,verb.change|verb.contact
vent,V,HOMONYM_CAND,1,0,2,2,verb.change|verb.communication
shrink,V,HOMONYM_CAND,1,0,5,3,verb.change|verb.motion
harvest,V,HOMONYM_CAND,0,1,2,2,verb.change|verb.contact
service,N,HOMONYM_CAND,1,0,15,2,noun.act|noun.artifact|noun.attribute|noun.group|noun.person
denier,N,HOMONYM_CAND,1,0,3,2,noun.person|noun.possession|noun.quantity
good,N,HOMONYM_CAND,1,0,4,2,noun.artifact|noun.attribute
trail,V,HOMONYM_CAND,1,0,5,5,verb.contact|verb.motion
gang,N,HOMONYM_CAND,1,0,4,2,noun.artifact|noun.group
avenue,N,HOMONYM_CAND,1,0,2,2,noun.act|noun.artifact
man,V,HOMONYM_CAND,1,0,2,2,verb.competition|verb.social
residence,N,HOMONYM_CAND,0,1,4,2,noun.act|noun.artifact|noun.location
compel,V,HOMONYM_CAND,1,0,2,2,verb.social|verb.stative
unlock,V,HOMONYM_CAND,1,0,3,3,verb.change|verb.contact
resolve,V,HOMONYM_CAND,0,1,7,7,verb.change|verb.cognition|verb.communication|verb.perception
hope,N,HOMONYM_CAND,0,1,6,2,noun.attribute|noun.cognition|noun.feeling|noun.person
digress,V,HOMONYM_CAND,1,0,2,2,verb.communication|verb.motion
entrance,N,HOMONYM_CAND,1,0,3,2,noun.act|noun.artifact|noun.event
gravity,N,HOMONYM_CAND,1,0,3,2,noun.attribute|noun.feeling|noun.phenomenon
scoop,N,HOMONYM_CAND,0,1,6,2,noun.artifact|noun.communication|noun.quantity|noun.shape
sustain,V,HOMONYM_CAND,1,0,7,7,verb.body|verb.cognition|verb.communication|verb.consumption|verb.contact|verb.stative
cradle,V,HOMONYM_CAND,0,1,6,6,verb.competition|verb.contact|verb.motion|verb.social
grey,N,HOMONYM_CAND,0,1,7,2,noun.animal|noun.artifact|noun.attribute|noun.group|noun.person
inhale,V,HOMONYM_CAND,1,0,2,2,verb.body|verb.consumption
mound,N,HOMONYM_CAND,0,1,5,2,noun.act|noun.artifact|noun.group|noun.object
genre,N,HOMONYM_CAND,1,0,4,2,noun.artifact|noun.cognition|noun.communication
mediate,V,HOMONYM_CAND,0,1,2,2,verb.communication|verb.stative
account,V,HOMONYM_CAND,0,1,4,4,verb.communication|verb.possession|verb.stative
lighten,V,HOMONYM_CAND,0,1,6,6,verb.change|verb.communication|verb.contact|verb.emotion
wonder,V,HOMONYM_CAND,1,0,3,3,verb.cognition|verb.communication
colony,N,HOMONYM_CAND,0,1,6,2,noun.group|noun.location
bench,N,HOMONYM_CAND,0,1,7,2,noun.artifact|noun.group|noun.object
cap,N,HOMONYM_CAND,1,0,9,2,noun.artifact|noun.communication|noun.object|noun.plant
issue,V,HOMONYM_CAND,0,1,5,3,verb.change|verb.communication|verb.social
subject,V,HOMONYM_CAND,0,1,4,4,verb.communication|verb.competition|verb.perception|verb.social
absorption,N,HOMONYM_CAND,1,0,6,2,noun.cognition|noun.process
recapitulate,V,HOMONYM_CAND,0,1,3,3,verb.communication|verb.creation
slope,N,HOMONYM_CAND,0,1,2,2,noun.attribute|noun.object
hide,V,HOMONYM_CAND,1,0,4,4,verb.change|verb.contact|verb.perception
instill,V,HOMONYM_CAND,0,1,5,5,verb.change|verb.cognition|verb.contact|verb.possession
curl,V,HOMONYM_CAND,0,1,5,5,verb.change|verb.competition|verb.contact|verb.motion
loop,V,HOMONYM_CAND,0,1,5,4,verb.contact|verb.creation|verb.motion
grind,N,HOMONYM_CAND,1,0,4,2,noun.act|noun.attribute|noun.person
overcome,V,HOMONYM_CAND,1,0,4,3,verb.competition|verb.emotion
prime,V,HOMONYM_CAND,0,1,3,3,verb.change|verb.contact
pour,V,HOMONYM_CAND,1,0,6,5,verb.motion|verb.possession|verb.weather
bootleg,V,HOMONYM_CAND,0,1,2,2,verb.creation|verb.possession
drip,N,HOMONYM_CAND,1,0,3,2,noun.artifact|noun.event
cord,N,HOMONYM_CAND,1,0,4,2,noun.artifact|noun.quantity
finger,N,HOMONYM_CAND,1,0,3,2,noun.artifact|noun.body|noun.quantity
curve,N,HOMONYM_CAND,0,1,5,2,noun.act|noun.artifact|noun.attribute|noun.communication|noun.shape
remount,V,HOMONYM_CAND,0,1,3,3,verb.consumption|verb.contact|verb.motion
existence,N,HOMONYM_CAND,0,1,2,2,noun.object|noun.state
possession,N,HOMONYM_CAND,0,1,7,2,noun.Tops|noun.act|noun.attribute|noun.location|noun.motive|noun.state
refinement,N,HOMONYM_CAND,0,1,5,2,noun.attribute|noun.communication|noun.event|noun.process|noun.state
proportion,N,HOMONYM_CAND,0,1,5,2,noun.attribute|noun.relation|noun.shape
zap,V,HOMONYM_CAND,0,1,4,4,verb.change|verb.competition|verb.contact|verb.emotion
mind,V,HOMONYM_CAND,1,0,6,6,verb.cognition|verb.communication|verb.social
couple,N,HOMONYM_CAND,0,1,5,2,noun.group|noun.object|noun.quantity
narrow,V,HOMONYM_CAND,0,1,4,4,verb.change|verb.cognition
divest,V,HOMONYM_CAND,1,0,4,4,verb.change|verb.possession|verb.social
cultivate,V,HOMONYM_CAND,0,1,4,4,verb.change|verb.creation|verb.social
gravitate,V,HOMONYM_CAND,0,1,3,3,verb.motion|verb.stative
den,N,HOMONYM_CAND,1,0,4,2,noun.artifact|noun.group|noun.location
device,N,HOMONYM_CAND,0,1,5,2,noun.act|noun.artifact|noun.communication
aggravate,V,HOMONYM_CAND,1,0,2,2,verb.change|verb.emotion
knitting,N,HOMONYM_CAND,0,1,2,2,noun.act|noun.artifact
adhere,V,HOMONYM_CAND,0,1,6,6,verb.change|verb.contact|verb.stative
retain,V,HOMONYM_CAND,1,0,4,4,verb.cognition|verb.possession|verb.social|verb.stative
sprinkling,N,HOMONYM_CAND,0,1,4,2,noun.act|noun.phenomenon|noun.quantity
generation,N,HOMONYM_CAND,0,1,7,2,noun.act|noun.event|noun.group|noun.time
overdrive,N,HOMONYM_CAND,1,0,2,2,noun.artifact|noun.state
lifeline,N,HOMONYM_CAND,1,0,4,2,noun.artifact|noun.cognition|noun.shape
